,location,total_sqft,bath,price,bhk
8770,Satara Road,525.0,1.0,27.25,1
8771,Satara Road,1210.0,2.0,58.0,2
8772,Satara Road,1200.0,3.0,95.0,4
8773,Satara Road,4348.5,2.0,304.0,4
8776,Satara Road,856.0,2.0,40.0,2
8777,Satara Road,2000.0,4.0,120.0,4
8779,Satara Road,1610.0,2.0,111.0,3
8780,Satara Road,1564.0,2.0,92.0,3
8781,Satara Road,1750.0,3.0,84.0,3
8782,Satara Road,1070.0,2.0,55.0,2
8783,Satara Road,1743.0,3.0,85.0,3
8784,Satara Road,1550.0,3.0,110.0,3
8785,Satara Road,950.0,1.0,50.0,1
8787,Satara Road,1139.0,2.0,56.85,2
8789,Satara Road,1370.0,2.0,75.0,3
8792,Satara Road,1365.0,2.0,73.0,2
8793,Satara Road,1570.0,3.0,105.0,3
8797,Satara Road,1500.0,3.0,100.0,3
8798,Satara Road,1530.0,2.0,97.0,3
8799,Satara Road,669.0,1.0,36.85,1
8800,Satara Road,1645.0,3.0,117.0,3
8801,Satara Road,2320.0,3.0,170.0,3
8803,Satara Road,1342.0,2.0,115.0,2
8804,Satara Road,1254.0,2.0,70.0,3
8806,Satara Road,1341.0,2.0,75.76,2
8807,Satara Road,1360.0,2.0,85.0,3
8808,Satara Road,1006.0,2.0,57.0,2
8809,Satara Road,870.0,2.0,65.0,2
8810,Satara Road,2010.0,3.0,125.0,4
8811,Satara Road,1200.0,2.0,60.0,2
8812,Satara Road,1000.0,2.0,53.0,2
8813,Satara Road,2800.0,7.0,250.0,7
8815,Satara Road,2197.0,3.0,136.0,3
8816,Satara Road,1650.0,3.0,101.0,3
8817,Satara Road,1549.0,3.0,80.0,3
8818,Satara Road,1350.0,2.0,75.0,3
8821,Satara Road,525.0,1.0,27.5,1
8822,Satara Road,1830.0,3.0,88.0,3
8824,Satara Road,1035.0,2.0,49.0,2
8829,Satara Road,1779.0,3.0,90.0,3
8830,Satara Road,1645.0,3.0,117.0,3
8832,Satara Road,775.0,1.0,39.0,1
8833,Satara Road,940.0,2.0,56.0,2
8834,Satara Road,400.0,1.0,11.5,1
8835,Satara Road,957.0,2.0,54.5,2
8836,Satara Road,770.0,1.0,70.0,2
8837,Satara Road,1170.0,2.0,59.0,2
8841,Satara Road,400.0,1.0,11.5,1
8842,Satara Road,1816.0,3.0,119.0,3
8843,Satara Road,1290.0,2.0,85.0,2
8844,Satara Road,1555.0,3.0,100.0,3
8845,Satara Road,1441.0,2.0,95.0,3
8849,Satara Road,1007.0,2.0,64.0,2
8850,Satara Road,1128.0,2.0,65.45,2
8851,Satara Road,4025.0,6.0,350.0,4
8852,Satara Road,1500.0,2.0,90.0,2
8853,Satara Road,1310.0,2.0,70.0,3
8854,Satara Road,1410.0,2.0,73.0,2
8856,Satara Road,890.0,2.0,45.0,2
8858,Satara Road,3535.0,4.0,215.0,4
8859,Satara Road,1275.0,2.0,88.0,3
8860,Satara Road,1573.0,3.0,90.0,3
8862,Satara Road,5100.0,7.0,225.0,6
8865,Satara Road,2145.0,3.0,170.0,3
8867,Satara Road,793.0,1.0,40.0,1
8868,Satara Road,2375.0,4.0,189.0,4
8870,Satara Road,1026.0,2.0,60.8,2
8871,Satara Road,5656.0,5.0,499.0,3
8875,Satara Road,1310.0,3.0,63.25,3
8876,Satara Road,1495.0,2.0,78.0,2
8877,Satara Road,2872.0,4.0,183.0,4
8881,Senapati Bapat Road,1205.0,2.0,66.0,2
8884,Senapati Bapat Road,1100.0,2.0,58.0,3
8885,Senapati Bapat Road,2280.0,4.0,126.0,3
8886,Senapati Bapat Road,1691.0,3.0,113.0,3
8887,Senapati Bapat Road,400.0,1.0,11.0,1
8889,Senapati Bapat Road,1357.0,2.0,115.0,2
8890,Senapati Bapat Road,1621.0,4.0,130.0,3
8892,Senapati Bapat Road,982.0,2.0,47.65,2
8893,Senapati Bapat Road,1694.0,2.0,125.0,2
8894,Senapati Bapat Road,3430.0,6.0,228.5,4
8895,Senapati Bapat Road,1125.0,2.0,62.0,2
8896,Senapati Bapat Road,2160.0,4.0,172.0,3
8897,Senapati Bapat Road,1699.0,3.0,97.0,3
8898,Senapati Bapat Road,3067.0,4.0,230.0,4
8899,Senapati Bapat Road,1200.0,2.0,78.0,2
8902,Senapati Bapat Road,1374.0,2.0,72.0,3
8905,Senapati Bapat Road,900.0,2.0,45.0,2
8906,Senapati Bapat Road,3385.0,4.0,260.0,4
8907,Senapati Bapat Road,1200.0,2.0,79.0,2
8910,Senapati Bapat Road,1884.0,4.0,120.0,4
8911,Senapati Bapat Road,726.0,2.0,35.0,2
8912,Senapati Bapat Road,937.0,2.0,44.0,2
8913,Senapati Bapat Road,2372.0,3.0,140.0,3
8914,Senapati Bapat Road,3900.0,5.0,360.0,4
8918,Senapati Bapat Road,950.0,2.0,45.68,2
8919,Senapati Bapat Road,2400.0,3.0,190.0,3
8920,Senapati Bapat Road,1750.0,3.0,99.0,3
8921,Senapati Bapat Road,1090.0,2.0,59.8,2
8922,Senapati Bapat Road,1004.0,2.0,49.0,2
8923,Senapati Bapat Road,1339.0,2.0,71.5,2
8925,Senapati Bapat Road,1200.0,3.0,70.0,3
8928,Senapati Bapat Road,1026.0,2.0,49.95,2
8933,Senapati Bapat Road,1020.0,2.0,48.0,2
8936,Senapati Bapat Road,700.0,1.0,38.0,1
8937,Senapati Bapat Road,1150.0,2.0,58.0,2
8938,Senapati Bapat Road,1385.0,2.0,68.5,3
8940,Senapati Bapat Road,1395.0,3.0,82.0,3
8941,Senapati Bapat Road,1160.0,2.0,49.0,2
8943,Senapati Bapat Road,1200.0,2.0,52.0,2
8944,Senapati Bapat Road,1533.0,3.0,98.18,3
8946,Senapati Bapat Road,1697.0,3.0,110.0,3
8947,Senapati Bapat Road,1284.0,2.0,75.0,3
8948,Senapati Bapat Road,1200.0,2.0,60.0,2
8949,Senapati Bapat Road,780.0,2.0,72.0,2
8950,Senapati Bapat Road,1000.0,2.0,48.0,2
8952,Senapati Bapat Road,666.0,1.0,36.8,1
8953,Senapati Bapat Road,460.0,1.0,13.0,1
8954,Senapati Bapat Road,1181.0,2.0,57.0,2
8956,Senapati Bapat Road,450.0,1.0,15.0,1
8957,Senapati Bapat Road,1365.0,3.0,76.18,3
8958,Senapati Bapat Road,1609.0,3.0,115.0,3
8959,Senapati Bapat Road,1680.0,3.0,125.0,3
8960,Senapati Bapat Road,1115.0,2.0,50.0,2
8961,Senapati Bapat Road,1757.0,3.0,98.0,3
8964,Senapati Bapat Road,5384.0,5.0,420.0,5
8965,Senapati Bapat Road,1100.0,2.0,48.0,2
8966,Senapati Bapat Road,1250.0,2.0,55.0,2
8967,Senapati Bapat Road,1254.0,2.0,70.0,3
8968,Senapati Bapat Road,1157.0,2.0,72.0,3
8969,Senapati Bapat Road,612.5,1.0,27.565,1
8972,Senapati Bapat Road,3000.0,4.0,235.0,4
8973,Senapati Bapat Road,1346.0,2.0,74.03,2
8974,Senapati Bapat Road,1990.0,3.0,98.0,3
8975,Senapati Bapat Road,1102.0,2.0,53.67,2
8976,Senapati Bapat Road,1222.0,2.0,68.0,3
8977,Senapati Bapat Road,1135.0,2.0,58.0,2
8978,Senapati Bapat Road,1277.0,2.0,77.0,2
8980,Senapati Bapat Road,1639.5,3.0,92.63,3
8981,Senapati Bapat Road,760.0,2.0,37.49,2
8982,Senapati Bapat Road,1220.0,2.0,89.0,2
8983,Senapati Bapat Road,675.0,1.0,35.0,1
8984,Senapati Bapat Road,1750.0,3.0,120.0,3
8985,Senapati Bapat Road,1920.0,3.0,122.0,3
8986,Senapati Bapat Road,1400.0,2.0,78.0,3
8990,Senapati Bapat Road,1314.0,2.0,80.0,2
8993,Senapati Bapat Road,1500.0,2.0,82.0,3
8995,Senapati Bapat Road,2215.0,4.0,152.0,3
8996,Shaniwar Peth,4400.0,6.0,250.0,6
8997,Shaniwar Peth,1500.0,3.0,100.0,3
8998,Shaniwar Peth,1868.0,3.0,131.0,3
8999,Shaniwar Peth,1075.0,2.0,60.0,2
9000,Shaniwar Peth,1020.0,2.0,63.0,2
9001,Shaniwar Peth,1780.0,4.0,175.0,4
9003,Shaniwar Peth,1341.0,2.0,97.0,2
9005,Shaniwar Peth,1047.0,2.0,82.0,2
9007,Shaniwar Peth,1200.0,3.0,68.4,3
9008,Shaniwar Peth,1610.0,3.0,90.0,3
9009,Shaniwar Peth,1700.0,2.0,150.0,2
9010,Shaniwar Peth,1100.0,2.0,37.1,2
9011,Shaniwar Peth,2200.0,4.0,235.0,4
9012,Shaniwar Peth,1296.0,2.0,75.0,2
9013,Shaniwar Peth,1200.0,2.0,67.0,2
9015,Shaniwar Peth,1161.0,2.0,55.15,2
9016,Shaniwar Peth,1929.0,4.0,103.0,3
9017,Shaniwar Peth,1233.0,2.0,77.65,2
9018,Shaniwar Peth,1060.0,2.0,55.0,2
9020,Shaniwar Peth,1065.0,2.0,50.0,2
9021,Shaniwar Peth,1754.0,3.0,124.0,3
9022,Shaniwar Peth,1150.0,2.0,54.0,2
9023,Shaniwar Peth,1420.0,2.0,99.39,2
9024,Shaniwar Peth,1105.0,2.0,49.73,2
9025,Shaniwar Peth,794.0,1.0,60.0,1
9026,Shaniwar Peth,1700.0,3.0,90.0,3
9027,Shaniwar Peth,1370.0,2.0,75.0,3
9029,Shaniwar Peth,1700.0,4.0,108.0,4
9030,Shaniwar Peth,1110.0,2.0,40.0,2
9031,Shaniwar Peth,1500.0,3.0,149.0,3
9032,Shaniwar Peth,1075.0,2.0,60.0,2
9033,Shaniwar Peth,1200.0,2.0,58.0,2
9034,Shaniwar Peth,1115.0,2.0,40.0,2
9035,Shaniwar Peth,1594.0,3.0,125.0,3
9036,Shaniwar Peth,1100.0,2.0,49.0,2
9037,Shaniwar Peth,645.0,1.0,16.45,1
9038,Shaniwar Peth,1143.0,2.0,55.0,2
9039,Shaniwar Peth,1922.0,3.0,106.0,3
9040,Shaniwar Peth,1295.0,2.0,95.0,2
9041,Shaniwar Peth,940.0,2.0,49.0,2
9042,Shaniwar Peth,938.0,2.0,35.0,2
9045,Shaniwar Peth,1200.0,3.0,110.0,4
9046,Shaniwar Peth,1128.0,2.0,65.7,2
9047,Shaniwar Peth,2000.0,3.0,145.0,3
9048,Shaniwar Peth,1277.0,2.0,59.0,2
9050,Shaniwar Peth,2400.0,5.0,285.0,5
9051,Shaniwar Peth,929.0,2.0,56.0,2
9052,Shaniwar Peth,1678.0,3.0,92.13,3
9053,Shaniwar Peth,1198.0,2.0,54.0,2
9054,Shaniwar Peth,1012.0,2.0,64.0,2
9055,Shaniwar Peth,937.0,2.0,30.0,2
9057,Shaniwar Peth,990.0,2.0,35.0,2
9058,Shaniwar Peth,1200.0,2.0,100.0,3
9059,Shaniwar Peth,2000.0,3.0,105.0,3
9061,Shaniwar Peth,1457.0,3.0,85.0,3
9062,Shaniwar Peth,1100.0,2.0,68.0,2
9064,Shaniwar Peth,1250.0,2.0,47.0,2
9065,Shaniwar Peth,870.0,2.0,38.0,2
9066,Shaniwar Peth,2600.0,3.0,199.0,3
9067,Shaniwar Peth,1000.0,2.0,40.0,2
9068,Shaniwar Peth,1194.0,2.0,47.0,2
9069,Shaniwar Peth,1183.0,2.0,77.25,2
9070,Shaniwar Peth,3293.0,5.0,425.0,4
9072,Shaniwar Peth,1161.0,2.0,36.69,2
9073,Shaniwar Peth,1000.0,2.0,55.0,2
9074,Shaniwar Peth,1364.0,2.0,64.79,2
9075,Shaniwar Peth,770.0,1.0,35.0,2
9079,Shaniwar Peth,1057.0,2.0,30.0,2
9080,Shaniwar Peth,1825.0,3.0,145.0,3
9081,Shaniwar Peth,1027.0,2.0,44.0,2
9082,Shaniwar Peth,991.0,2.0,64.0,2
9083,Shaniwar Peth,1738.0,2.0,57.35,2
9084,Shaniwar Peth,1180.0,2.0,72.0,2
9085,Shaniwar Peth,1187.0,2.0,38.0,2
9086,Shaniwar Peth,1450.0,2.0,90.0,2
9087,Shaniwar Peth,2040.0,3.0,114.0,3
9088,Shaniwar Peth,1179.0,2.0,51.0,2
9089,Shaniwar Peth,1322.0,2.0,70.0,2
9090,Shaniwar Peth,1170.0,2.0,53.11,2
9091,Shaniwar Peth,1070.0,2.0,55.0,2
9092,Shaniwar Peth,1720.0,3.0,224.0,3
9093,Shaniwar Peth,760.0,2.0,38.5,2
9095,Shaniwar Peth,1155.0,2.0,39.0,2
9097,Shaniwar Peth,1100.0,2.0,62.0,2
9098,Shaniwar Peth,1074.0,2.0,42.8,2
9099,Shaniwar Peth,5000.0,4.0,300.0,4
9101,Shaniwar Peth,1116.0,2.0,51.91,2
9102,Shaniwar Peth,1197.0,2.0,76.0,2
9105,Shaniwar Peth,1085.0,2.0,34.2,2
9108,Shaniwar Peth,950.0,2.0,60.0,2
9109,Shaniwar Peth,1260.0,2.0,100.0,2
9111,Shaniwar Peth,1173.0,2.0,78.2,2
9113,Shaniwar Peth,1667.0,3.0,130.0,3
9114,Shivaji Nagar,1660.0,2.0,105.0,3
9115,Shivaji Nagar,883.0,2.0,45.0,2
9116,Shivaji Nagar,930.0,2.0,39.0,2
9117,Shivaji Nagar,1100.0,2.0,50.0,2
9118,Shivaji Nagar,1056.0,2.0,80.0,2
9119,Shivaji Nagar,3385.0,5.0,260.0,4
9120,Shivaji Nagar,1279.0,2.0,77.0,2
9121,Shivaji Nagar,1282.0,2.0,87.0,2
9123,Shivaji Nagar,1225.0,2.0,55.11,2
9124,Shivaji Nagar,1140.0,2.0,43.0,2
9125,Shivaji Nagar,1330.0,2.0,71.0,2
9126,Shivaji Nagar,950.0,2.0,39.0,2
9128,Shivaji Nagar,1800.0,1.0,128.0,2
9129,Shivaji Nagar,1480.0,3.0,90.0,3
9130,Shivaji Nagar,1525.0,3.0,100.0,3
9131,Shivaji Nagar,1255.0,2.0,65.26,2
9132,Shivaji Nagar,1170.0,2.0,105.0,2
9133,Shivaji Nagar,1030.0,2.0,61.0,2
9134,Shivaji Nagar,1847.0,3.0,110.0,3
9136,Shivaji Nagar,1015.0,2.0,56.0,2
9140,Shivaji Nagar,1090.0,2.0,54.54,2
9141,Shivaji Nagar,1290.0,2.0,94.5,3
9142,Shivaji Nagar,1682.0,3.0,120.0,3
9143,Shivaji Nagar,1027.0,2.0,43.0,2
9144,Shivaji Nagar,1000.0,2.0,65.3,2
9145,Shivaji Nagar,1128.0,2.0,48.79,2
9146,Shivaji Nagar,1308.0,2.0,83.0,2
9147,Shivaji Nagar,1790.0,3.0,105.0,3
9148,Shivaji Nagar,2987.5,5.0,191.0,4
9149,Shivaji Nagar,2500.0,5.0,120.0,5
9150,Shivaji Nagar,3900.0,4.0,333.0,4
9151,Shivaji Nagar,1936.0,3.0,118.0,3
9152,Shivaji Nagar,965.0,2.0,67.0,2
9153,Shivaji Nagar,1098.0,2.0,74.0,2
9154,Shivaji Nagar,1280.0,2.0,80.0,2
9155,Shivaji Nagar,450.0,1.0,25.0,1
9156,Shivaji Nagar,1418.0,2.0,104.0,2
9157,Shivaji Nagar,850.0,2.0,35.0,2
9158,Shivaji Nagar,1236.0,2.0,61.33,2
9160,Shivaji Nagar,1987.0,4.0,165.0,3
9161,Shivaji Nagar,1410.0,2.0,80.0,3
9162,Shivaji Nagar,1190.0,2.0,70.0,2
9163,Shivaji Nagar,1469.0,3.0,89.0,3
9164,Shivaji Nagar,1490.0,2.0,115.0,3
9165,Shivaji Nagar,1050.0,2.0,48.0,2
9166,Shivaji Nagar,845.0,2.0,43.0,2
9167,Shivaji Nagar,2225.0,3.0,149.0,3
9168,Shivaji Nagar,1232.0,2.0,66.0,2
9169,Shivaji Nagar,1800.0,4.0,68.0,5
9170,Shivaji Nagar,1194.0,2.0,47.0,2
9171,Shivaji Nagar,2400.0,2.0,180.0,3
9172,Shivaji Nagar,1540.0,3.0,90.0,3
9173,Shivaji Nagar,1040.0,2.0,50.0,2
9174,Shivaji Nagar,2400.0,6.0,98.0,6
9175,Shivaji Nagar,1120.0,2.0,50.0,2
9176,Shivaji Nagar,1595.0,3.0,120.0,3
9177,Shivaji Nagar,1820.0,3.0,150.0,3
9179,Shivaji Nagar,1250.0,2.0,110.0,2
9180,Shivaji Nagar,1652.0,3.0,110.0,3
9181,Shivaji Nagar,1174.0,2.0,47.0,2
9182,Shivaji Nagar,1050.0,2.0,75.0,2
9183,Shivaji Nagar,1200.0,2.0,86.0,2
9184,Shivaji Nagar,1633.0,2.0,72.0,2
9185,Shivaji Nagar,1300.0,2.0,78.0,2
9186,Shivaji Nagar,1180.0,2.0,59.47,2
9187,Shivaji Nagar,1076.0,2.0,50.0,2
9189,Shivaji Nagar,1220.0,2.0,63.0,2
9190,Shivaji Nagar,2600.0,3.0,195.0,3
9191,Shivaji Nagar,1680.0,3.0,122.0,3
9192,Shivaji Nagar,1489.0,2.0,101.0,2
9194,Shivaji Nagar,662.0,1.0,38.0,1
9195,Shivaji Nagar,1315.0,2.0,50.0,2
9196,Shivaji Nagar,1130.0,2.0,75.0,2
9197,Shivaji Nagar,1150.0,2.0,72.0,2
9198,Shivaji Nagar,1084.0,2.0,53.0,2
9199,Shivaji Nagar,2215.0,4.0,154.0,3
9200,Shivaji Nagar,1315.0,2.0,60.48,2
9201,Shivaji Nagar,1160.0,2.0,57.0,2
9202,Shivaji Nagar,1420.0,2.0,62.0,2
9203,Shivaji Nagar,1450.0,2.0,90.0,3
9204,Shivaji Nagar,2400.0,5.0,150.0,5
9207,Shivaji Nagar,1200.0,1.0,65.0,1
9208,Shivaji Nagar,1820.0,3.0,140.0,3
9209,Shivaji Nagar,1200.0,2.0,46.13,2
9210,Shivaji Nagar,1192.0,2.0,75.0,2
9211,Shivaji Nagar,644.0,1.0,32.0,1
9212,Shivaji Nagar,1050.0,2.0,43.0,2
9213,Shivaji Nagar,1152.0,2.0,55.0,2
9214,Shivaji Nagar,1400.0,3.0,98.0,3
9215,Shivaji Nagar,760.0,1.0,50.4,1
9216,Shivaji Nagar,2100.0,3.0,147.0,4
9218,Shivaji Nagar,1215.0,2.0,43.75,2
9219,Shivaji Nagar,1190.0,2.0,55.0,2
9220,Shivaji Nagar,1270.0,2.0,52.0,2
9221,Shukrawar Peth,3203.5,2.0,224.5,4
9222,Shukrawar Peth,400.0,1.0,14.0,1
9223,Shukrawar Peth,1380.0,2.0,60.0,2
9224,Shukrawar Peth,595.0,1.0,33.32,1
9228,Shukrawar Peth,1020.0,2.0,45.9,2
9229,Shukrawar Peth,1800.0,3.0,90.0,3
9230,Shukrawar Peth,2400.0,4.0,200.0,4
9232,Shukrawar Peth,2500.0,3.0,135.0,3
9234,Shukrawar Peth,1600.0,2.0,80.0,3
9235,Shukrawar Peth,2800.0,2.0,200.0,3
9238,Shukrawar Peth,500.0,1.0,20.0,1
9240,Shukrawar Peth,1775.0,3.0,110.0,3
9242,Shukrawar Peth,1760.0,3.0,145.0,3
9243,Shukrawar Peth,1448.0,2.0,68.0,2
9244,Shukrawar Peth,1340.0,2.0,61.0,2
9245,Shukrawar Peth,1850.0,4.0,139.0,3
9246,Shukrawar Peth,2200.0,4.0,195.0,4
9247,Shukrawar Peth,812.0,1.0,26.0,1
9249,Shukrawar Peth,1200.0,2.0,50.0,2
9250,Shukrawar Peth,1700.0,3.0,88.0,3
9252,Shukrawar Peth,3600.0,5.0,220.0,4
9253,Shukrawar Peth,1318.0,2.0,85.28,3
9254,Shukrawar Peth,1371.0,2.0,65.0,3
9257,Shukrawar Peth,1450.0,3.0,77.41,3
9259,Shukrawar Peth,1020.0,2.0,45.0,2
9260,Shukrawar Peth,3216.0,5.0,300.0,4
9261,Shukrawar Peth,2400.0,4.0,200.0,3
9263,Shukrawar Peth,883.0,2.0,40.95,2
9264,Shukrawar Peth,1070.0,2.0,45.5,2
9265,Shukrawar Peth,2155.0,3.0,125.0,4
9266,Shukrawar Peth,1100.0,2.0,70.0,2
9268,Shukrawar Peth,1679.0,3.0,92.13,3
9269,Shukrawar Peth,1310.0,2.0,68.0,3
9270,Shukrawar Peth,1766.0,3.0,130.0,3
9271,Shukrawar Peth,1265.0,2.0,67.0,2
9273,Shukrawar Peth,1305.0,2.0,75.0,2
9275,Shukrawar Peth,1125.0,2.0,65.0,2
9276,Shukrawar Peth,900.0,2.0,41.0,2
9277,Shukrawar Peth,1216.0,2.0,69.0,2
9278,Shukrawar Peth,4856.0,5.0,410.0,4
9279,Shukrawar Peth,1485.0,2.0,96.51,2
9280,Shukrawar Peth,1022.0,2.0,57.0,2
9281,Shukrawar Peth,1075.0,2.0,55.0,2
9282,Shukrawar Peth,1100.0,2.0,66.0,2
9283,Shukrawar Peth,1250.0,2.0,68.75,3
9287,Shukrawar Peth,1200.0,4.0,95.0,4
9288,Shukrawar Peth,525.0,1.0,26.0,1
9290,Shukrawar Peth,3600.0,9.0,240.0,9
9291,Shukrawar Peth,425.0,1.0,15.0,1
9292,Shukrawar Peth,1100.0,2.0,52.0,2
9293,Shukrawar Peth,1153.0,2.0,56.7,2
9294,Shukrawar Peth,1820.0,3.0,85.0,3
9295,Shukrawar Peth,1295.0,2.0,55.47,2
9296,Shukrawar Peth,1050.0,2.0,65.0,2
9298,Shukrawar Peth,1800.0,3.0,130.0,3
9299,Shukrawar Peth,1052.0,2.0,51.0,2
9300,Shukrawar Peth,1265.0,2.0,65.0,3
9303,Shukrawar Peth,799.0,2.0,35.0,2
9304,Shukrawar Peth,1200.0,2.0,54.0,2
9305,Shukrawar Peth,1200.0,2.0,110.0,2
9306,Shukrawar Peth,1270.0,2.0,73.0,2
9307,Shukrawar Peth,2774.0,4.0,197.0,4
9309,Shukrawar Peth,1478.0,2.0,125.0,2
9311,Shukrawar Peth,1100.0,2.0,48.0,2
9313,Shukrawar Peth,1100.0,2.0,65.0,2
9318,Shukrawar Peth,1800.0,3.0,95.0,3
9319,Shukrawar Peth,1530.0,3.0,87.0,4
9320,Shukrawar Peth,2425.0,5.0,175.0,4
9322,Shukrawar Peth,1449.0,3.0,110.0,3
9325,Shukrawar Peth,965.0,2.0,54.0,2
9326,Shukrawar Peth,1201.0,2.0,80.0,2
9327,Shukrawar Peth,1150.0,2.0,48.5,2
9328,Shukrawar Peth,1053.0,2.0,44.0,2
9330,Shukrawar Peth,1325.0,2.0,59.0,2
9331,Shukrawar Peth,1194.0,2.0,57.0,2
9332,Shukrawar Peth,1080.0,2.0,49.0,2
9333,Shukrawar Peth,1570.0,2.0,95.0,3
9334,Shukrawar Peth,2503.0,3.0,138.0,3
9335,Shukrawar Peth,1250.0,2.0,75.0,2
9336,Shukrawar Peth,1081.0,2.0,60.0,2
9338,Shukrawar Peth,1530.0,2.0,108.0,2
9340,Sinhagad Road,705.0,1.0,67.0,1
9342,Sinhagad Road,2483.0,5.0,212.0,4
9343,Sinhagad Road,1760.0,2.0,130.0,3
9348,Sinhagad Road,1600.0,4.0,125.0,5
9349,Sinhagad Road,1570.0,3.0,80.0,3
9350,Sinhagad Road,14000.0,3.0,800.0,4
9351,Sinhagad Road,3467.86,6.0,249.0,4
9355,Sinhagad Road,1200.0,2.0,120.0,2
9356,Sinhagad Road,1300.0,2.0,110.0,2
9357,Sinhagad Road,640.0,1.0,55.0,1
9360,Sinhagad Road,2145.0,3.0,175.0,3
9362,Sinhagad Road,1762.0,3.0,110.0,3
9367,Sinhagad Road,1575.0,2.0,110.0,3
9369,Sinhagad Road,1749.0,3.0,115.0,3
9383,Sinhagad Road,1300.0,2.0,75.0,3
9384,Sinhagad Road,2675.0,4.0,290.0,4
9387,Sinhagad Road,500.0,1.0,15.0,1
9388,Sinhagad Road,525.0,2.0,27.0,1
9389,Sinhagad Road,1737.0,2.0,95.0,3
9390,Sinhagad Road,2100.0,3.0,125.0,4
9393,Sinhagad Road,2690.0,4.0,185.0,4
9400,Sinhagad Road,1655.0,3.0,120.0,3
9402,Sinhagad Road,1040.0,2.0,68.59,2
9407,Sinhagad Road,600.0,1.0,35.0,1
9408,Sinhagad Road,1250.0,4.0,100.0,4
9410,Sinhagad Road,2340.0,4.0,145.0,4
9416,Sinhagad Road,980.0,2.0,86.0,2
9417,Sinhagad Road,790.5,1.0,42.295,1
9418,Sinhagad Road,1450.0,2.0,75.0,3
9419,Sinhagad Road,1278.0,3.0,62.71,3
9420,Sinhagad Road,1559.0,3.0,81.55,3
9421,Sinhagad Road,1400.0,2.0,78.0,3
9423,Sinhagad Road,1723.0,3.0,95.0,3
9425,Sinhagad Road,6000.0,4.0,625.0,4
9426,Sinhagad Road,1800.0,3.0,175.0,3
9427,Sinhagad Road,1720.0,3.0,150.0,3
9432,Sinhagad Road,1500.0,3.0,162.0,4
9435,Sinhagad Road,2045.0,3.0,108.0,3
9436,Sinhagad Road,1886.0,3.0,205.0,3
9438,Sinhagad Road,3425.0,3.0,320.0,3
9439,Sinhagad Road,3300.0,3.0,165.0,3
9440,Sinhagad Road,2500.0,3.0,250.0,3
9443,Sinhagad Road,1684.0,3.0,120.0,3
9445,Sinhagad Road,1615.0,3.0,97.0,3
9446,Sinhagad Road,1500.0,3.0,88.0,3
9450,Sinhagad Road,4000.0,8.0,160.0,8
9451,Sinhagad Road,1290.0,2.0,88.0,2
9453,Sinhagad Road,1644.0,3.0,80.51,3
9454,Sinhagad Road,1600.0,2.0,140.0,3
9456,Sinhagad Road,1730.0,3.0,125.0,3
9458,Somwar Peth,770.0,1.0,36.0,2
9459,Somwar Peth,2026.0,3.0,132.0,3
9460,Somwar Peth,1166.0,2.0,55.0,2
9461,Somwar Peth,1800.0,3.0,110.0,3
9462,Somwar Peth,2225.0,3.0,160.0,3
9463,Somwar Peth,1260.0,2.0,67.39,2
9464,Somwar Peth,1750.0,3.0,85.0,3
9465,Somwar Peth,1665.0,3.0,86.58,3
9466,Somwar Peth,1495.0,2.0,79.5,2
9468,Somwar Peth,1093.0,2.0,70.0,2
9469,Somwar Peth,500.0,1.0,20.0,1
9470,Somwar Peth,1530.0,2.0,74.4,3
9471,Somwar Peth,1410.0,3.0,65.0,3
9472,Somwar Peth,1500.0,2.0,60.0,2
9473,Somwar Peth,1482.0,2.0,92.0,3
9474,Somwar Peth,1000.0,2.0,50.0,2
9476,Somwar Peth,972.0,2.0,44.0,2
9477,Somwar Peth,1080.0,2.0,37.0,2
9478,Somwar Peth,900.0,2.0,42.0,2
9481,Somwar Peth,1105.0,2.0,38.65,2
9482,Somwar Peth,600.0,1.0,32.0,1
9483,Somwar Peth,1187.0,2.0,45.0,2
9484,Somwar Peth,1132.0,2.0,42.0,2
9485,Somwar Peth,2167.0,3.0,170.0,3
9486,Somwar Peth,1418.0,2.0,104.0,2
9487,Somwar Peth,883.0,2.0,45.0,2
9488,Somwar Peth,1500.0,3.0,65.0,2
9489,Somwar Peth,1247.0,2.0,53.0,2
9490,Somwar Peth,1470.0,2.0,61.74,2
9491,Somwar Peth,923.0,1.0,60.84,1
9492,Somwar Peth,4428.0,4.0,255.0,4
9493,Somwar Peth,1150.0,2.0,75.0,2
9494,Somwar Peth,1104.0,2.0,39.0,2
9495,Somwar Peth,936.0,2.0,43.0,2
9496,Somwar Peth,1100.0,2.0,48.0,2
9497,Somwar Peth,1100.0,2.0,45.0,2
9499,Somwar Peth,1037.0,2.0,36.28,2
9500,Somwar Peth,1550.0,3.0,74.5,3
9502,Somwar Peth,919.0,2.0,28.0,2
9503,Somwar Peth,1402.0,2.0,85.0,3
9504,Somwar Peth,1089.0,2.0,32.67,2
9505,Somwar Peth,1450.0,3.0,68.0,3
9506,Somwar Peth,4260.0,4.0,272.0,4
9507,Somwar Peth,1060.0,2.0,40.0,2
9509,Somwar Peth,1016.0,2.0,45.9,2
9510,Somwar Peth,1020.0,2.0,55.0,2
9511,Somwar Peth,1390.0,2.0,76.45,3
9513,Somwar Peth,2336.5,3.0,115.89,3
